year,1,2,3,4,5,6,7,8,9,10,11,12,source
2008,0.142449,0.195459,0.274404,0.355589,0.441743,0.535063,0.638753,0.751448,0.86375,0.991981,1.133945,1.283799,Acoustic SC Chile
2009,0.142472,0.193889,0.256976,0.345986,0.437083,0.532879,0.635479,0.748014,0.869066,0.989196,1.124698,1.27336,Acoustic SC Chile
2010,0.14246,0.214023,0.279456,0.356544,0.459341,0.56385,0.672553,0.787457,0.911617,1.043557,1.1738,1.318618,Acoustic SC Chile
2011,0.142437,0.226991,0.315113,0.397087,0.490462,0.609103,0.728862,0.852101,0.980738,1.117761,1.261649,1.402898,Acoustic SC Chile
2012,0.142523,0.255109,0.361735,0.471904,0.575588,0.690082,0.82905,0.968184,1.109728,1.255511,1.408459,1.567017,Acoustic SC Chile
2013,0.142494,0.175792,0.294895,0.408031,0.52461,0.63453,0.755026,0.899715,1.044253,1.19086,1.341345,1.498626,Acoustic SC Chile
2014,0.142456,0.190283,0.232943,0.361397,0.483741,0.609278,0.727818,0.856533,1.008985,1.160796,1.314157,1.470865,Acoustic SC Chile
2015,0.14247,0.198801,0.257665,0.31135,0.45066,0.583565,0.719267,0.847497,0.985365,1.146391,1.306166,1.466863,Acoustic SC Chile
2016,0.142486,0.201632,0.269551,0.339992,0.405076,0.555476,0.699054,0.844929,0.98277,1.129641,1.29903,1.466507,Acoustic SC Chile
2017,0.142544,0.202546,0.273457,0.353129,0.435142,0.511483,0.672718,0.826624,0.982256,1.129237,1.284597,1.461805,Acoustic SC Chile
2018,0.142437,0.207967,0.280784,0.364497,0.456774,0.55105,0.639194,0.811679,0.976214,1.141801,1.29803,1.461907,Acoustic SC Chile
2019,0.142467,0.208725,0.287241,0.373029,0.469515,0.574218,0.680452,0.779995,0.963249,1.137871,1.312829,1.477687,Acoustic SC Chile
2020,0.142483,0.242355,0.328181,0.426243,0.531278,0.646486,0.769209,0.89262,1.008391,1.206846,1.395586,1.583549,Acoustic SC Chile
2021,0.142474,0.183509,0.291418,0.385272,0.491239,0.603963,0.726573,0.856351,0.986427,1.108441,1.312695,1.506777,Acoustic SC Chile
2022,0.142475,0.195283,0.246664,0.364906,0.468935,0.5848,0.707052,0.838743,0.9771,1.115213,1.244691,1.45582,Acoustic SC Chile
2023,0.142479,0.20353,0.268298,0.331626,0.461633,0.577106,0.703986,0.836737,0.978347,1.125995,1.272738,1.410165,Acoustic SC Chile
2024,0.142479,0.203534,0.276545,0.353261,0.428353,0.569804,0.696292,0.833671,0.976341,1.127241,1.283519,1.438211,Acoustic SC Chile
